thickness,area,slant
1.45411041632787,40.1875,0.123492033918997
1.36907643371026,42.5625,0.339259830254055
1.26187974827737,32.1875,-0.265004006930844
1.41429871034873,27.375,0.521326679928609
2.2480954429795,90.5625,0.00792517925463063
2.4169849606661,117.5625,0.303714159402906
3.51502303965698,69.4375,-0.156503581740554
1.4697981783196,50.1875,0.358688939845378
4.01269911012745,84,-0.0700628812862905
1.11971407337586,21.8125,0.53458460115218
1.80492872105706,45.6875,0.0589215744172918
3.47659212467253,102.125,0.77389222953739
3.03526508343333,138.5,-0.237496851779218
1.13625077185322,39.625,0.158756083663122
4.24029496492658,86.9375,-0.0569690143296491
5.20331388799707,196.625,0.28887521057415
1.30320040561737,43.9375,0.221711014340285
7.22505129456654,201.875,0.416903413506398
1.08143745589728,32.625,0.0697498039351105
4.09723126355018,134.0625,0.318785820901198
3.52456660257722,131.5,-0.399970031782954
2.87464444560356,139.25,0.364697559625357
3.28173295340446,117.625,0.33244612930251
5.09419773387169,127.875,0.501282489278373
4.28777412733728,160.0625,0.141374878632887
3.31495491325539,158.375,0.132998496073752
3.21278570678761,100.6875,-0.00792601564804608
4.10639371151201,178.5,0.193204639377574
7.3674520255307,325.3125,-0.252426057906099
2.34732084739561,59.875,0.442466874127667
2.35904062424984,98.9375,-0.577996722356817
3.02728616607963,131.75,0.502492071831153
1.0839986778868,39.9375,-0.0791283349764654
5.00307954310302,147.875,0.415973942084233
1.85222163916269,70.6875,0.305017742892809
1.17862008849326,31.9375,0.659818304007549
1.82576771584843,51.4375,-0.147161686564043
6.97910606107982,265.6875,0.302501673896614
2.17892202378419,82.25,-0.222666983090224
1.48527565899717,46.1875,-0.010646305490837
5.28467702735796,110.375,0.103095279212225
1.18884095897209,38.3125,0.304518083084025
1.88940219749038,50.625,0.00763610444892331
2.20483003519411,72.4375,0.204697344899565
1.18366756968676,36.4375,-0.263593292432544
2.31282303402463,95.9375,0.141648596936222
3.52108647705163,165.4375,0.0677806686976489
2.68927646177983,86.375,0.558787036330711
2.07759725630827,69.75,-0.215013534259154
3.38023350354547,128.6875,0.253375233796761
3.21134390704259,133.875,0.0178809377187077
7.2928369345842,349.1875,0.237977185948517
5.4242752000453,210.3125,-0.0946403440335197
1.95484994949936,63.8125,0.309697410837284
1.21086816765041,20.4375,0.145855001079478
2.75259352369471,131.75,0.38218398594556
1.71065022008884,70.25,0.0427371409717595
4.24758898020144,152.75,0.262339675564064
7.83479392414345,263.5625,-0.153767171204541
2.79736818088095,65.3125,0.48178083306835
5.23982216857586,223.9375,-0.135101047431206
2.18647174843926,70.9375,0.458653706564669
1.31083632973228,43.0625,0.0841904514095766
8.67272256670543,352.25,0.30951398469713
4.41009594771921,190.25,0.180564451019404
1.24315673944027,31.3125,0.731941839574568
1.26134031667231,43.9375,0.18512314755293
4.53422733633362,102.625,0.379508272182892
0.94159327821609,39.25,-0.0377738412623734
7.84273748999755,312.9375,0.0796788626757325
3.08755015166811,85.8125,-0.118380536399761
2.32725967156064,79.9375,0.415612272424742
1.08994063156642,15.8125,0.0711064974941297
2.52816133259463,105.625,0.182693526746075
1.3719468896569,35.125,-0.114162630113781
1.86688133610123,39.6875,0.336271435669352
2.45641580990967,101.25,-0.191136667521448
4.75366230117686,129.625,0.40397505051966
1.45839675603337,24.125,0.407231174074401
1.37869177039951,36.9375,0.449138545460995
2.21443159617748,102.0625,-0.00254677575091014
3.18615883620891,145.8125,0.264867685581761
7.82057963055257,290.6875,0.0245919340225222
2.21768476252723,105.4375,0.178863161061324
