thickness,area,slant
2.11495337828648,69.5,0.0687685624279356
5.06079807334848,226.5625,-0.204969158049394
1.93609242121995,39.3125,0.291222606814183
1.68592775495955,64.3125,0.0166073333116555
3.48921133416293,133.1875,-0.113141081851512
1.50484686935132,27.125,0.307245377531558
4.19913691633031,162.75,-0.0644611581161674
1.35440772261933,27.3125,-0.449309244776775
5.92823298264165,250.0625,0.256741932381989
2.89444456912926,127.0625,0.292377914119697
4.23057331688422,217.25,0.122526969655466
4.3038127104627,221.1875,-0.046663498956717
4.23053084475092,165.1875,0.0755841183458477
2.52491456951519,117.8125,0.0437700105418613
1.39265196587641,23.8125,0.0256951190142672
0.90363362212064,24.6875,-0.242946452288418
1.13428933493992,17.75,-0.145906549781709
1.40325933139899,42.125,-0.058051463590882
1.41437262933423,58.875,-0.533007496786456
1.96810312207608,62.625,-0.0200762137088632
3.88486360048802,111.0625,0.27593204175456
0.969666176747122,24.0625,-0.200586883721818
1.1497847397119,46,-0.216378560639633
1.32795894421421,46.25,0.238696187480172
2.45532820655576,89.4375,-0.31099758933518
4.78734345702272,206.1875,0.241936119917067
1.90119246224321,62,-0.237664058352194
2.39461648995811,86.375,-0.103953838962979
1.69444052245758,40.6875,0.187926687429135
1.40953904577695,21.3125,-0.13958591253636
1.51615111178854,47.1875,-0.0338055421532776
1.42437167640924,25.125,-0.171391728619418
4.45207817962255,181.75,-0.240256671053728
2.27768400609744,96.375,0.23796942271216
1.62331125464269,35.625,0.534127045069661
4.28642259111326,212.25,0.189324001264728
1.32789309190491,45.25,-0.271441333482566
5.29840418548663,110.1875,-0.0762006222312723
1.86175705291782,75.4375,0.0339472385156532
6.65863917802825,154.6875,0.100374147998621
1.0556660128447,14.8125,0.033558470447106
4.02674147510879,134,-0.0601873620509674
5.19547072001978,187,-0.0697568664649105
1.87368591235146,60.375,0.440862375807459
4.9691332885699,151.8125,-0.129509705258373
1.80012414989634,77.25,0.135241556715168
3.5379154672439,75.25,-0.347778341138423
0.983397604359004,11.25,0.0963700201582374
1.85167199185092,50.8125,-0.192199960570768
2.53796555642493,91.75,-0.291983740793485
1.04636587528961,25.8125,0.125537755178694
5.7645801653487,277.9375,-0.324362132497391
1.34926245247592,41.875,0.091758542088865
1.5657458054906,72.8125,-0.238322550967924
2.4706666288182,138.875,-0.344746809897754
2.58422707228401,110.5625,0.0897577725659566
2.92537248405727,109.875,-0.19238369299131
2.00217671366488,40.375,0.237187499064215
4.40824575509741,183.75,-0.0375007544284814
1.65524981589465,45.875,0.457728433531653
1.39743908124258,38.5625,-0.441259234317419
1.31963453864454,50.375,0.475621427682155
1.74957621511797,57.0625,-0.190665069848231
4.22703940941769,159.9375,0.275589473116995
2.75756349980287,122.875,0.206885572494405
3.34604550726359,99,-0.055810505495063
3.45047018091408,171.375,0.0282990930207368
2.25652483162213,85.1875,0.249089353893002
9.55385935289175,276.3125,-0.0552767236902748
0.9454803759608,26.625,0.048902202291338
2.4239188637217,87.25,-0.160628854838213
3.38231575523952,167.6875,0.0646743574903109
2.25154183805653,110.25,0.0757823919646896
6.00186887056992,211.4375,0.367826519844229
2.97984462680979,58.375,0.020781703720541
1.31372652588266,26.4375,0.0567098634647587
1.19920506267468,25,-0.0401277965346628
1.09619396249394,26.25,-0.320643749929074
1.24864664749943,24.5,0.260989354554476
4.51690566377684,151.5625,0.260444708897963
1.17650783462848,31.125,-0.299902800247112
1.48952342401031,42.8125,-0.0845188892515647
1.71048366118912,47.1875,0.299810204439589
2.28895973227732,71.375,-0.226431085415354
2.1523011517002,111.1875,0.0631913468900728
4.03853575948254,143.1875,-0.07452878885665
3.65208233846936,100.8125,0.0967598340783567
4.53020313704426,189.9375,-0.307417490194418
1.15197274232092,39.9375,-0.272113308999766
1.53611770201555,24.125,0.320018963552053
4.3420131591794,187.8125,0.176480705421617
2.34211013549815,88.1875,-0.00845225603243582
2.37387158078298,92.0625,0.440112806542218
9.04648551105713,281.1875,0.0344326079634291
8.02312726966087,181.0625,-0.146690963042231
2.31589053088349,59.4375,0.214534932746819
1.37426528029223,14.75,-0.296305573619318
6.31193516907465,236.125,-0.0807115492428051
1.32423719930629,46.5625,0.0521584378312909
5.71332130844473,239.8125,-0.224914997753814
3.19582819196969,157.375,-0.190372821813697
3.94928854799547,197.25,0.0981691174944759
2.29926493504841,107.875,0.0931200529054734
5.31666205019309,203.75,0.0178071717689298
2.21244896219355,88.1875,-0.476606663066935
2.04992013452249,82.6875,-0.145884214582948
1.44420802185013,57.25,0.2279193675463
4.4623237710525,98,0.420217258151642
5.9575090708672,177.0625,-0.216853780900376
1.16809495310704,29.625,-0.0595048516884341
4.68020790614595,200.75,0.324784387057212
1.61125751568842,34.75,0.164087797423153
2.24063563043384,69.5,-0.018257406683092
1.11736730061246,26.0625,-0.138724718718801
2.44789546590036,70.0625,-0.0931103573818387
2.15105582025445,66.25,0.0395007758333473
1.22239776829542,24.9375,-0.177287236178341
5.15758138760276,195.9375,-0.075877637436308
3.23304544633819,123.5,0.0763200983679024
1.65983668092293,48.3125,-0.0431397763617137
3.40572404100215,145.25,-0.138593871850613
4.08240718627933,150.375,0.189362215526663
3.84238536133173,106.625,-0.31043903256727
2.17908942665858,98.3125,0.0222396893802341
2.89537938938537,98.5,-0.155292666972159
2.0796231913589,76.625,-0.191611125826078
1.14475625627222,33.25,-0.323074938456425
2.68319499591179,102.875,0.185153170656992
3.24360168416001,154.75,0.020046729762399
2.18270089372576,87,0.218706141449242
8.78802582738178,249.8125,0.0568846734802794
1.863377166064,74.5,0.18018423371254
6.91425684678614,272.875,-0.0435327921999689
3.49009265321762,125.3125,-0.0910731987630116
